AF_CMP_factor01,AF_CMP_factor02,AF_CMP_factor03,AF_CMP_factor04,AF_CMP_factor05,AF_CMP_factor06,consecutive
000782.SZ,美达股份,广东新会美达锦纶股份有限公司,1997-06-19 00:00:00,,材料,0
000783.SZ,长江证券,长江证券股份有限公司,1997-07-31 00:00:00,,金融,0
000785.SZ,居然之家,居然之家新零售集团股份有限公司,1997-07-11 00:00:00,,可选消费,0
000786.SZ,北新建材,北新集团建材股份有限公司,1997-06-06 00:00:00,,材料,0
000788.SZ,北大医药,北大医药股份有限公司,1997-06-16 00:00:00,,医疗保健,0
000789.SZ,万年青,江西万年青水泥股份有限公司,1997-09-23 00:00:00,,材料,0
000790.SZ,华神科技,成都华神科技集团股份有限公司,1998-03-27 00:00:00,,医疗保健,0
000791.SZ,甘肃电投,甘肃电投能源发展股份有限公司,1997-10-14 00:00:00,,公用事业,0
000792.SZ,盐湖股份,青海盐湖工业股份有限公司,1997-09-04 00:00:00,,材料,0
000793.SZ,华闻集团,华闻传媒投资集团股份有限公司,1997-07-29 00:00:00,,可选消费,0
000795.SZ,英洛华,英洛华科技股份有限公司,1997-08-08 00:00:00,,材料,0
000796.SZ,ST凯撒,凯撒同盛发展股份有限公司,1997-07-03 00:00:00,,可选消费,0
000797.SZ,中国武夷,中国武夷实业股份有限公司,1997-07-15 00:00:00,,房地产,0
000798.SZ,中水渔业,中水集团远洋股份有限公司,1998-02-12 00:00:00,,日常消费,0
000799.SZ,酒鬼酒,酒鬼酒股份有限公司,1997-07-18 00:00:00,,日常消费,0
000800.SZ,一汽解放,一汽解放集团股份有限公司,1997-06-18 00:00:00,,可选消费,0
000801.SZ,四川九洲,四川九洲电器股份有限公司,1998-05-06 00:00:00,,可选消费,0
000802.SZ,北京文化,北京京西文化旅游股份有限公司,1998-01-08 00:00:00,,可选消费,0
000803.SZ,北清环能,北清环能集团股份有限公司,1998-03-03 00:00:00,,工业,0
000806.SZ,*ST银河,北海银河生物产业投资股份有限公司,1998-04-16 00:00:00,,工业,0
000807.SZ,云铝股份,云南铝业股份有限公司,1998-04-08 00:00:00,,材料,0
000809.SZ,ST新城,铁岭新城投资控股(集团)股份有限公司,1998-06-16 00:00:00,,房地产,0
000810.SZ,创维数字,创维数字股份有限公司,1998-06-02 00:00:00,,信息技术,0
000811.SZ,冰轮环境,冰轮环境技术股份有限公司,1998-05-28 00:00:00,,工业,0
000812.SZ,陕西金叶,陕西金叶科教集团股份有限公司,1998-06-23 00:00:00,,工业,0
000813.SZ,德展健康,德展大健康股份有限公司,1998-05-19 00:00:00,,医疗保健,0
000815.SZ,美利云,中冶美利云产业投资股份有限公司,1998-06-09 00:00:00,,材料,0
000816.SZ,智慧农业,江苏农华智慧农业科技股份有限公司,1997-08-18 00:00:00,,工业,0
000818.SZ,航锦科技,航锦科技股份有限公司,1997-10-17 00:00:00,,材料,0
000819.SZ,岳阳兴长,岳阳兴长石化股份有限公司,1997-06-25 00:00:00,,材料,0
000820.SZ,神雾节能,神雾节能股份有限公司,1998-06-30 00:00:00,,工业,0
000821.SZ,京山轻机,湖北京山轻工机械股份有限公司,1998-06-26 00:00:00,,工业,0
000822.SZ,山东海化,山东海化股份有限公司,1998-07-03 00:00:00,,材料,0
000823.SZ,超声电子,广东汕头超声电子股份有限公司,1997-10-08 00:00:00,,信息技术,0
000825.SZ,太钢不锈,山西太钢不锈钢股份有限公司,1998-10-21 00:00:00,,材料,0
000826.SZ,启迪环境,启迪环境科技发展股份有限公司,1998-02-25 00:00:00,,工业,0
000828.SZ,东莞控股,东莞发展控股股份有限公司,1997-06-17 00:00:00,,工业,0
000829.SZ,天音控股,天音通信控股股份有限公司,1997-12-02 00:00:00,,信息技术,0
000830.SZ,鲁西化工,鲁西化工集团股份有限公司,1998-08-07 00:00:00,,材料,0
000831.SZ,五矿稀土,五矿稀土股份有限公司,1998-09-11 00:00:00,,材料,0
000833.SZ,粤桂股份,广西粤桂广业控股股份有限公司,1998-11-11 00:00:00,,工业,0
000836.SZ,富通信息,天津富通信息科技股份有限公司,1997-09-29 00:00:00,,信息技术,0
000837.SZ,秦川机床,秦川机床工具集团股份公司,1998-09-28 00:00:00,,工业,0
000838.SZ,财信发展,财信地产发展集团股份有限公司,1997-06-26 00:00:00,,房地产,0
000839.SZ,ST国安,中信国安信息产业股份有限公司,1997-10-31 00:00:00,,可选消费,0
000848.SZ,承德露露,承德露露股份公司,1997-11-13 00:00:00,,日常消费,0
000850.SZ,华茂股份,安徽华茂纺织股份有限公司,1998-10-07 00:00:00,,可选消费,0
000851.SZ,高鸿股份,大唐高鸿网络股份有限公司,1998-06-09 00:00:00,,可选消费,0
000852.SZ,石化机械,中石化石油机械股份有限公司,1998-11-26 00:00:00,,能源,0
000856.SZ,冀东装备,唐山冀东装备工程股份有限公司,1998-08-13 00:00:00,,工业,0
000858.SZ,五粮液,宜宾五粮液股份有限公司,1998-04-27 00:00:00,,日常消费,0
000859.SZ,国风新材,安徽国风新材料股份有限公司,1998-11-19 00:00:00,,材料,0
000860.SZ,顺鑫农业,北京顺鑫农业股份有限公司,1998-11-04 00:00:00,,日常消费,0
000861.SZ,海印股份,广东海印集团股份有限公司,1998-10-28 00:00:00,,工业,0
000862.SZ,银星能源,宁夏银星能源股份有限公司,1998-09-15 00:00:00,,公用事业,0
000863.SZ,三湘印象,三湘印象股份有限公司,1997-09-25 00:00:00,,房地产,0
000868.SZ,安凯客车,安徽安凯汽车股份有限公司,1997-07-25 00:00:00,,可选消费,0
000869.SZ,张裕A,烟台张裕葡萄酿酒股份有限公司,2000-10-26 00:00:00,,日常消费,0
000875.SZ,吉电股份,吉林电力股份有限公司,2002-09-26 00:00:00,,公用事业,0
000876.SZ,新希望,新希望六和股份有限公司,1998-03-11 00:00:00,,日常消费,0
000877.SZ,天山股份,新疆天山水泥股份有限公司,1999-01-07 00:00:00,,材料,0
000878.SZ,云南铜业,云南铜业股份有限公司,1998-06-02 00:00:00,,材料,0
000880.SZ,潍柴重机,潍柴重机股份有限公司,1998-04-02 00:00:00,,工业,0
000881.SZ,中广核技,中广核核技术发展股份有限公司,1998-09-02 00:00:00,,工业,0
000882.SZ,华联股份,北京华联商厦股份有限公司,1998-06-16 00:00:00,,可选消费,0
000883.SZ,湖北能源,湖北能源集团股份有限公司,1998-05-19 00:00:00,,公用事业,0
000885.SZ,城发环境,城发环境股份有限公司,1999-03-19 00:00:00,,工业,0
000886.SZ,海南高速,海南高速公路股份有限公司,1998-01-23 00:00:00,,工业,0
000887.SZ,中鼎股份,安徽中鼎密封件股份有限公司,1998-12-03 00:00:00,,可选消费,0
000888.SZ,峨眉山A,峨眉山旅游股份有限公司,1997-10-21 00:00:00,,可选消费,0
000889.SZ,ST中嘉,中嘉博创信息技术股份有限公司,1997-12-18 00:00:00,,信息技术,0
000890.SZ,法尔胜,江苏法尔胜股份有限公司,1999-01-19 00:00:00,,材料,0
000892.SZ,欢瑞世纪,欢瑞世纪联合股份有限公司,1999-01-15 00:00:00,,可选消费,0
000893.SZ,亚钾国际,亚钾国际投资(广州)股份有限公司,1998-12-24 00:00:00,,材料,0
000895.SZ,双汇发展,河南双汇投资发展股份有限公司,1998-12-10 00:00:00,,日常消费,0
000897.SZ,津滨发展,天津津滨发展股份有限公司,1999-04-22 00:00:00,,房地产,0
000898.SZ,鞍钢股份,鞍钢股份有限公司,1997-12-25 00:00:00,,材料,0
000899.SZ,赣能股份,江西赣能股份有限公司,1997-11-26 00:00:00,,公用事业,0
000900.SZ,现代投资,现代投资股份有限公司,1999-01-28 00:00:00,,工业,0
000901.SZ,航天科技,航天科技控股集团股份有限公司,1999-04-01 00:00:00,,可选消费,0
000902.SZ,新洋丰,新洋丰农业科技股份有限公司,1999-04-08 00:00:00,,材料,0
000903.SZ,云内动力,昆明云内动力股份有限公司,1999-04-15 00:00:00,,工业,0
000905.SZ,厦门港务,厦门港务发展股份有限公司,1999-04-29 00:00:00,,工业,0
000906.SZ,浙商中拓,浙商中拓集团股份有限公司,1999-07-07 00:00:00,,工业,0
000908.SZ,景峰医药,湖南景峰医药股份有限公司,1999-02-03 00:00:00,,医疗保健,0
000909.SZ,数源科技,数源科技股份有限公司,1999-05-07 00:00:00,,工业,0
000910.SZ,大亚圣象,大亚圣象家居股份有限公司,1999-06-30 00:00:00,,材料,0
000911.SZ,南宁糖业,南宁糖业股份有限公司,1999-05-27 00:00:00,,日常消费,0
000912.SZ,泸天化,四川泸天化股份有限公司,1999-06-03 00:00:00,,材料,0
000913.SZ,钱江摩托,浙江钱江摩托股份有限公司,1999-05-14 00:00:00,,可选消费,0
000915.SZ,华特达因,山东华特达因健康股份有限公司,1999-06-09 00:00:00,,医疗保健,0
000917.SZ,电广传媒,湖南电广传媒股份有限公司,1999-03-25 00:00:00,,可选消费,0
000918.SZ,嘉凯城,嘉凯城集团股份有限公司,1999-07-20 00:00:00,,房地产,0
000919.SZ,金陵药业,金陵药业股份有限公司,1999-11-18 00:00:00,,医疗保健,0
000920.SZ,沃顿科技,沃顿科技股份有限公司,1999-06-16 00:00:00,,材料,0
000921.SZ,海信家电,海信家电集团股份有限公司,1999-07-13 00:00:00,,可选消费,0
000922.SZ,佳电股份,哈尔滨电气集团佳木斯电机股份有限公司,1999-06-18 00:00:00,,工业,0
000923.SZ,河钢资源,河钢资源股份有限公司,1999-07-14 00:00:00,,材料,0
000925.SZ,众合科技,浙江众合科技股份有限公司,1999-06-11 00:00:00,,工业,0
000926.SZ,福星股份,湖北福星科技股份有限公司,1999-06-18 00:00:00,,房地产,0
000927.SZ,中国铁物,中国铁路物资股份有限公司,1999-07-27 00:00:00,,工业,0
000928.SZ,中钢国际,中钢国际工程技术股份有限公司,1999-03-12 00:00:00,,工业,0
000929.SZ,兰州黄河,兰州黄河企业股份有限公司,1999-06-23 00:00:00,,日常消费,0
000930.SZ,中粮科技,中粮生物科技股份有限公司,1999-07-12 00:00:00,,材料,0
000931.SZ,中关村,北京中关村科技发展(控股)股份有限公司,1999-07-12 00:00:00,,医疗保健,0
000932.SZ,华菱钢铁,湖南华菱钢铁股份有限公司,1999-08-03 00:00:00,,材料,0
000933.SZ,神火股份,河南神火煤电股份有限公司,1999-08-31 00:00:00,,材料,0
000935.SZ,四川双马,四川和谐双马股份有限公司,1999-08-24 00:00:00,,材料,0
000936.SZ,华西股份,江苏华西村股份有限公司,1999-08-10 00:00:00,,材料,0
000937.SZ,冀中能源,冀中能源股份有限公司,1999-09-09 00:00:00,,能源,0
000938.SZ,紫光股份,紫光股份有限公司,1999-11-04 00:00:00,,信息技术,0
000948.SZ,南天信息,云南南天电子信息产业股份有限公司,1999-10-14 00:00:00,,信息技术,0
000949.SZ,新乡化纤,新乡化纤股份有限公司,1999-10-21 00:00:00,,材料,0
000950.SZ,重药控股,重药控股股份有限公司,1999-09-16 00:00:00,,医疗保健,0
000951.SZ,中国重汽,中国重汽集团济南卡车股份有限公司,1999-11-25 00:00:00,,工业,0
000952.SZ,广济药业,湖北广济药业股份有限公司,1999-11-12 00:00:00,,医疗保健,0
000953.SZ,河化股份,广西河池化工股份有限公司,1999-12-02 00:00:00,,材料,0
000955.SZ,欣龙控股,欣龙控股(集团)股份有限公司,1999-12-09 00:00:00,,可选消费,0
000957.SZ,中通客车,中通客车股份有限公司,2000-01-13 00:00:00,,可选消费,0
000958.SZ,电投产融,国家电投集团产融控股股份有限公司,1999-12-23 00:00:00,,金融,0
000959.SZ,首钢股份,北京首钢股份有限公司,1999-12-16 00:00:00,,材料,0
000960.SZ,锡业股份,云南锡业股份有限公司,2000-02-21 00:00:00,,材料,0
000961.SZ,中南建设,江苏中南建设集团股份有限公司,2000-03-01 00:00:00,,房地产,0
000962.SZ,东方钽业,宁夏东方钽业股份有限公司,2000-01-20 00:00:00,,材料,0
000963.SZ,华东医药,华东医药股份有限公司,2000-01-27 00:00:00,,医疗保健,0
000965.SZ,天保基建,天津天保基建股份有限公司,2000-04-06 00:00:00,,房地产,0
000966.SZ,长源电力,国家能源集团长源电力股份有限公司,2000-03-16 00:00:00,,公用事业,0
000967.SZ,盈峰环境,盈峰环境科技集团股份有限公司,2000-03-30 00:00:00,,工业,0
000968.SZ,蓝焰控股,山西蓝焰控股股份有限公司,2000-06-22 00:00:00,,能源,0
000969.SZ,安泰科技,安泰科技股份有限公司,2000-05-29 00:00:00,,材料,0
000970.SZ,中科三环,北京中科三环高技术股份有限公司,2000-04-20 00:00:00,,材料,0
000971.SZ,ST高升,高升控股股份有限公司,2000-04-27 00:00:00,,信息技术,0
000972.SZ,ST中基,中基健康产业股份有限公司,2000-09-26 00:00:00,,日常消费,0
000973.SZ,佛塑科技,佛山佛塑科技集团股份有限公司,2000-05-25 00:00:00,,材料,0
000975.SZ,银泰黄金,银泰黄金股份有限公司,2000-06-08 00:00:00,,材料,0
000976.SZ,华铁股份,广东华铁通达高铁装备股份有限公司,2000-06-01 00:00:00,,工业,0
000977.SZ,浪潮信息,浪潮电子信息产业股份有限公司,2000-06-08 00:00:00,,信息技术,0
000978.SZ,桂林旅游,桂林旅游股份有限公司,2000-05-18 00:00:00,,可选消费,0
000980.SZ,ST众泰,众泰汽车股份有限公司,2000-06-16 00:00:00,,可选消费,0
000981.SZ,*ST银亿,银亿股份有限公司,2000-06-22 00:00:00,,可选消费,0
000982.SZ,中银绒业,宁夏中银绒业股份有限公司,2000-07-06 00:00:00,,可选消费,0
000983.SZ,山西焦煤,山西焦煤能源集团股份有限公司,2000-07-26 00:00:00,,能源,0
000985.SZ,大庆华科,大庆华科股份有限公司,2000-07-26 00:00:00,,材料,0
000987.SZ,越秀金控,广州越秀金融控股集团股份有限公司,2000-07-18 00:00:00,,金融,0
000988.SZ,华工科技,华工科技产业股份有限公司,2000-06-08 00:00:00,,信息技术,0
000989.SZ,九芝堂,九芝堂股份有限公司,2000-06-28 00:00:00,,医疗保健,0
000990.SZ,诚志股份,诚志股份有限公司,2000-07-06 00:00:00,,材料,0
000993.SZ,闽东电力,福建闽东电力股份有限公司,2000-07-31 00:00:00,,公用事业,0
000995.SZ,*ST皇台,甘肃皇台酒业股份有限公司,2000-08-07 00:00:00,,日常消费,0
000996.SZ,中国中期,中国中期投资股份有限公司,2000-07-18 00:00:00,,可选消费,0
000997.SZ,新大陆,新大陆数字技术股份有限公司,2000-08-07 00:00:00,,信息技术,0
000998.SZ,隆平高科,袁隆平农业高科技股份有限公司,2000-12-11 00:00:00,,日常消费,0
000999.SZ,华润三九,华润三九医药股份有限公司,2000-03-09 00:00:00,,医疗保健,0
001201.SZ,东瑞股份,东瑞食品集团股份有限公司,2021-04-28 00:00:00,,日常消费,0
001202.SZ,炬申股份,广东炬申物流股份有限公司,2021-04-29 00:00:00,,工业,0
001203.SZ,大中矿业,内蒙古大中矿业股份有限公司,2021-05-10 00:00:00,,材料,0
001205.SZ,盛航股份,南京盛航海运股份有限公司,2021-05-13 00:00:00,,工业,0
001206.SZ,依依股份,天津市依依卫生用品股份有限公司,2021-05-18 00:00:00,,日常消费,0
001207.SZ,联科科技,山东联科科技股份有限公司,2021-06-23 00:00:00,,材料,0
001208.SZ,华菱线缆,湖南华菱线缆股份有限公司,2021-06-24 00:00:00,,工业,0
001209.SZ,洪兴股份,广东洪兴实业股份有限公司,2021-07-23 00:00:00,,可选消费,0
001210.SZ,金房节能,北京金房暖通节能技术股份有限公司,2021-07-29 00:00:00,,公用事业,0
001211.SZ,双枪科技,双枪科技股份有限公司,2021-08-05 00:00:00,,材料,0
001212.SZ,中旗新材,广东中旗新材料股份有限公司,2021-08-23 00:00:00,,工业,0
001213.SZ,中铁特货,中铁特货物流股份有限公司,2021-09-08 00:00:00,,工业,0
001215.SZ,千味央厨,郑州千味央厨食品股份有限公司,2021-09-06 00:00:00,,日常消费,0
001216.SZ,华瓷股份,湖南华联瓷业股份有限公司,2021-10-19 00:00:00,,材料,0
001217.SZ,华尔泰,安徽华尔泰化工股份有限公司,2021-09-29 00:00:00,,材料,0
001218.SZ,丽臣实业,湖南丽臣实业股份有限公司,2021-10-15 00:00:00,,材料,0
001219.SZ,青岛食品,青岛食品股份有限公司,2021-10-21 00:00:00,,日常消费,0
001267.SZ,汇绿生态,汇绿生态科技集团股份有限公司,2021-11-17 00:00:00,,工业,0
001288.SZ,运机集团,四川省自贡运输机械集团股份有限公司,2021-11-01 00:00:00,,工业,0
001296.SZ,长江材料,重庆长江造型材料(集团)股份有限公司,2021-12-24 00:00:00,,材料,0
001317.SZ,三羊马,三羊马(重庆)物流股份有限公司,2021-11-30 00:00:00,,工业,0
001696.SZ,宗申动力,重庆宗申动力机械股份有限公司,1997-03-06 00:00:00,,可选消费,0
001872.SZ,招商港口,招商局港口集团股份有限公司,1993-05-05 00:00:00,,工业,0
001896.SZ,豫能控股,河南豫能控股股份有限公司,1998-01-22 00:00:00,,公用事业,0
001914.SZ,招商积余,招商局积余产业运营服务股份有限公司,1994-09-28 00:00:00,,房地产,0
001965.SZ,招商公路,招商局公路网络科技控股股份有限公司,2017-12-25 00:00:00,,工业,0
001979.SZ,招商蛇口,招商局蛇口工业区控股股份有限公司,2015-12-30 00:00:00,,房地产,0
002001.SZ,新和成,浙江新和成股份有限公司,2004-06-25 00:00:00,,医疗保健,0
002002.SZ,鸿达兴业,鸿达兴业股份有限公司,2004-06-25 00:00:00,,材料,0
002003.SZ,伟星股份,浙江伟星实业发展股份有限公司,2004-06-25 00:00:00,,可选消费,0
002004.SZ,华邦健康,华邦生命健康股份有限公司,2004-06-25 00:00:00,,材料,0
002005.SZ,ST德豪,安徽德豪润达电气股份有限公司,2004-06-25 00:00:00,,信息技术,0
002006.SZ,精功科技,浙江精功科技股份有限公司,2004-06-25 00:00:00,,工业,0
002007.SZ,华兰生物,华兰生物工程股份有限公司,2004-06-25 00:00:00,,医疗保健,0
002008.SZ,大族激光,大族激光科技产业集团股份有限公司,2004-06-25 00:00:00,,信息技术,0
002009.SZ,天奇股份,天奇自动化工程股份有限公司,2004-06-29 00:00:00,,工业,0
002010.SZ,传化智联,传化智联股份有限公司,2004-06-29 00:00:00,,工业,0
002011.SZ,盾安环境,浙江盾安人工环境股份有限公司,2004-07-05 00:00:00,,工业,0
002012.SZ,凯恩股份,浙江凯恩特种材料股份有限公司,2004-07-05 00:00:00,,材料,0
002013.SZ,中航机电,中航工业机电系统股份有限公司,2004-07-05 00:00:00,,工业,0
